lang,method,attribute,supplement,term_type,accuracy
French,gender,True,NN,skippy4gram-no-hash,0.78
French,gender,False,DT,skippy4gram-no-hash,0.72
French,gender,False,RF,missing,0.80
French,gender,False,NN,skippy4gram-no-hash,0.76
French,plurality,True,DT,skippy4gram-no-hash,0.86
French,plurality,True,RF,missing,0.90
French,plurality,True,NN,skippy4gram-no-hash,0.95
French,plurality,False,DT,skippy4gram-no-hash,0.75
French,plurality,False,RF,missing,0.91
French,plurality,False,NN,skippy4gram-no-hash,0.94
French,gender,True,DT,2gram-hash-at-both,0.77
French,gender,True,RF,missing,0.81
French,gender,True,NN,2gram-hash-at-both,0.83
French,gender,False,DT,2gram-hash-at-both,0.73
French,gender,False,RF,missing,0.81
French,gender,False,NN,2gram-hash-at-both,0.79
French,plurality,True,DT,2gram-hash-at-both,0.87
French,plurality,True,RF,missing,0.92
French,plurality,True,NN,2gram-hash-at-both,0.92
French,plurality,False,DT,2gram-hash-at-both,0.90
French,plurality,False,RF,missing,0.92
French,plurality,False,NN,2gram-hash-at-both,0.94
French,gender,True,DT,3gram-hash-at-both,0.75
French,gender,True,RF,missing,0.80
French,gender,True,NN,3gram-hash-at-both,0.75
French,gender,False,DT,3gram-hash-at-both,0.69
French,gender,False,RF,missing,0.79
French,gender,False,NN,3gram-hash-at-both,0.72
French,plurality,True,DT,3gram-hash-at-both,0.92
French,plurality,True,RF,missing,0.95
French,plurality,True,NN,3gram-hash-at-both,0.94
French,plurality,False,DT,3gram-hash-at-both,0.93
French,plurality,False,RF,missing,0.95
French,plurality,False,NN,3gram-hash-at-both,0.94
French,gender,True,DT,4gram-hash-at-both,0.74
French,gender,True,RF,missing,0.80
French,gender,True,NN,4gram-hash-at-both,0.77
French,gender,False,DT,4gram-hash-at-both,0.68
French,gender,False,RF,missing,0.78
French,gender,False,NN,4gram-hash-at-both,0.80
French,plurality,True,DT,4gram-hash-at-both,0.89
French,plurality,True,RF,missing,0.94
French,plurality,True,NN,4gram-hash-at-both,0.93
French,plurality,False,DT,4gram-hash-at-both,0.90
French,plurality,False,RF,missing,0.94
French,plurality,False,NN,4gram-hash-at-both,0.94
French,gender,True,DT,skippy2gram-hash-at-both,0.75
French,gender,True,RF,missing,0.82
French,gender,True,NN,skippy2gram-hash-at-both,0.82
French,gender,False,DT,skippy2gram-hash-at-both,0.74
French,gender,False,RF,missing,0.83
French,gender,False,NN,skippy2gram-hash-at-both,0.79
French,plurality,True,DT,skippy2gram-hash-at-both,0.88
French,plurality,True,RF,missing,0.93
French,plurality,True,NN,skippy2gram-hash-at-both,0.96
French,plurality,False,DT,skippy2gram-hash-at-both,0.87
French,plurality,False,RF,missing,0.94
French,plurality,False,NN,skippy2gram-hash-at-both,0.96
French,gender,True,DT,skippy3gram-hash-at-both,0.71
French,gender,True,RF,missing,0.77
French,gender,True,NN,skippy3gram-hash-at-both,0.82
French,gender,False,DT,skippy3gram-hash-at-both,0.66
French,gender,False,RF,missing,0.73
French,gender,False,NN,skippy3gram-hash-at-both,0.82
French,plurality,True,DT,skippy3gram-hash-at-both,0.90
French,plurality,True,RF,missing,0.91
French,plurality,True,NN,skippy3gram-hash-at-both,0.96
French,plurality,False,DT,skippy3gram-hash-at-both,0.90
French,plurality,False,RF,missing,0.92
French,plurality,False,NN,skippy3gram-hash-at-both,0.97
French,gender,True,DT,skippy4gram-hash-at-both,0.69
French,gender,True,RF,missing,0.76
French,gender,True,NN,skippy4gram-hash-at-both,0.74
French,gender,False,DT,skippy4gram-hash-at-both,0.70
French,gender,False,RF,missing,0.76
French,gender,False,NN,skippy4gram-hash-at-both,0.72
French,plurality,True,DT,skippy4gram-hash-at-both,0.89
French,plurality,True,RF,missing,0.93
French,plurality,True,NN,skippy4gram-hash-at-both,0.94
French,plurality,False,DT,skippy4gram-hash-at-both,0.90
French,plurality,False,RF,missing,0.93
French,plurality,False,NN,skippy4gram-hash-at-both,0.95
